id	text	classification
6113	Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .	neg
6114	In the end , there is n't much to it .	neg
6115	A waste of fearless purity in the acting craft .	neg
6116	The film is ultimately about as inspiring as a Hallmark card .	neg
6117	Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .	neg
6118	Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .	neg
6119	You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .	neg
6121	Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .	neg
6122	for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience	neg
6123	Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .	neg
6124	Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?	neg
6125	It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress .	neg
6126	Fluffy neo-noir hiding behind cutesy film references .	neg
6127	Imagine Susan Sontag falling in love with Howard Stern .	neg
6129	Should have been worth cheering as a breakthrough but is devoid of wit and humor .	neg
6130	The best thing about the movie is its personable , amusing cast .	pos
6131	These guys seem great to knock back a beer with but they 're simply not funny performers .	neg
6132	Everything was as superficial as the forced New Jersey lowbrow accent Uma had .	neg
6133	Director David Fincher and writer David Koepp ca n't sustain it .	neg
6136	One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .	neg
6138	Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .	neg
6139	Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .	neg
6140	The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion .	neg
6141	Devolves into the derivative , leaning on badly-rendered CGI effects .	neg
6143	A grand fart coming from a director beginning to resemble someone 's crazy French grandfather .	neg
6144	The script is a disaster , with cloying messages and irksome characters .	neg
6147	Hollywood has taken quite a nosedive from Alfred Hitchcock 's imaginative flight to Shyamalan 's self-important summer fluff .	neg
6148	The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .	neg
6149	I firmly believe that a good video game movie is going to show up soon .	pos
6150	I also believe that Resident Evil is not it .	neg
6151	It has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .	neg
6153	This is cruel , misanthropic stuff with only weak claims to surrealism and black comedy .	neg
6154	No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .	neg
6158	Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .	neg
6159	Though Jones and Snipes are enthralling , the movie bogs down in rhetoric and cliché .	neg
6161	An artsploitation movie with too much exploitation and too little art .	neg
6162	The pacing is often way off and there are too many bona fide groaners among too few laughs .	neg
6164	Barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .	neg
6165	Writer/director Burr Steers emphasizes the Q in Quirky , with mixed results .	pos
6166	One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	neg
6167	In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '	pos
6170	is a mess .	neg
6171	Hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .	neg
6172	The concept is a hoot .	pos
6173	The trailer is a riot .	pos
6174	The movie is a dud .	neg
6175	It 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .	pos
6176	Because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .	neg
6177	It 's hard to imagine another director ever making his wife look so bad in a major movie .	neg
6179	These characters become wearisome .	neg
6180	A hit - and-miss affair , consistently amusing but not as outrageous or funny as Cho may have intended or as imaginative as one might have hoped .	neg
6181	This may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .	neg
6182	Kim Ki-Deok seems to have in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .	neg
6184	After sitting through this sloppy , made-for-movie comedy special , it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work .	neg
6185	Contrived pastiche of caper clichés .	neg
6191	Despite its sincere acting , Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .	neg
6193	Loud , chaotic and largely unfunny .	neg
6195	Qualities that were once amusing are becoming irritating .	neg
6196	Well , Jason 's gone to Manhattan and Hell , I guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger ) .	neg
6197	Donovan ... squanders his main asset , Jackie Chan , and fumbles the vital action sequences .	neg
6198	There is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .	neg
6199	Bread , My Sweet has so many flaws it would be easy for critics to shred it .	neg
6203	Leaks treacle from every pore .	neg
6204	The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon/Bourne or his predicament .	neg
6205	Kapur weighs down the tale with bogus profundities .	neg
6207	Blue Crush is as predictable as the tides .	neg
6208	... The movie feels stitched together from stock situations and characters from other movies .	neg
6209	If you enjoy being rewarded by a script that assumes you are n't very bright , then Blood Work is for you .	neg
6210	Trouble Every Day is a success in some sense , but it 's hard to like a film so cold and dead .	neg
6212	A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .	neg
6218	Any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .	neg
6219	... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks .	neg
6221	Like an Afterschool Special with costumes by Gianni Versace , Mad Love looks better than it feels .	neg
6223	The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained .	neg
6224	A thriller without thrills and a mystery devoid of urgent questions .	neg
6225	A collage of clichés and a dim echo of allusions to other films .	neg
6226	The film is hampered by its predictable plot and paper-thin supporting characters .	neg
6228	An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .	neg
6229	How many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?	neg
6230	There are some laughs in this movie , but Williams ' anarchy gets tiresome , the satire is weak .	neg
6231	As steamy as last week 's pork dumplings .	neg
6232	The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .	neg
6233	The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .	neg
6234	Another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .	neg
6235	This strenuously unfunny Showtime deserves the hook .	neg
6236	The whole thing 's fairly lame , making it par for the course for Disney sequels .	neg
6237	... its solemn pretension prevents us from sharing the awe in which it holds itself .	neg
6238	... the good and different idea ( of middle-aged romance ) is not handled well and , except for the fine star performances , there is little else to recommend `` Never Again . ''	neg
6239	If Disney 's Cinderella proved that ' a dream is a wish your heart makes , ' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .	neg
6240	Features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory .	neg
6242	Nothing about this movie works .	neg
6244	A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .	neg
6245	None of Birthday Girl 's calculated events take us by surprise ...	neg
6247	Lisa Rinzler 's cinematography may be lovely , but Love Liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .	neg
6248	The narrator and the other characters try to convince us that acting transfigures Esther , but she 's never seen speaking on stage ; one feels cheated , and Esther seems to remain an unchanged dullard .	neg
6249	It 's exactly the kind of movie Toback 's detractors always accuse him of making .	neg
6250	With the dog days of August upon us , think of this dog of a movie as the cinematic equivalent of high humidity .	neg
6252	The film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .	neg
6253	This rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor .	neg
6254	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .	neg
6255	Not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy Hollywood at its laziest .	neg
6256	A shame that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .	neg
6257	Nearly every attempt at humor here is DOA .	neg
6258	Collapses under its own meager weight .	neg
6261	Technically and artistically inept .	neg
6262	Those who are only mildly curious , I fear , will be put to sleep or bewildered by the artsy and often pointless visuals .	neg
6263	Though Tom Shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .	neg
6264	A long , dull procession of despair , set to cello music culled from a minimalist funeral .	neg
6265	Call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but I believe a movie can be mindless without being the peak of all things insipid .	neg
6266	Death might be a release .	neg
6267	`` ( Hopkins ) does n't so much phone in his performance as fax it .	neg
6268	No , even that 's too committed .	neg
6270	Sodden and glum , even in those moments where it 's supposed to feel funny and light .	neg
6271	Priggish , lethargically paced parable of renewal .	neg
6272	A beautifully shot but dull and ankle-deep ` epic . '	neg
6273	Even with its $ 50-million US budget , Pinocchio never quite achieves the feel of a fanciful motion picture .	neg
6274	This is a third-person story now , told by Hollywood , and much more ordinary for it .	neg
6275	The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .	pos
6276	Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .	neg
6280	You leave the same way you came -- a few tasty morsels under your belt , but no new friends .	neg
6281	It 's depressing to see how far Herzog has fallen .	neg
6283	but rather , ` How can you charge money for this ? '	neg
6284	Millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .	neg
6285	`` Freaky Friday , '' it 's not .	neg
6286	Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .	neg
6287	Although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .	neg
6289	Maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .	neg
6290	The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .	neg
6292	For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .	neg
6294	Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .	neg
6297	An artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike .	neg
6298	The movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director Michel Gondry restate it to the point of ridiculousness .	neg
6300	... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .	neg
6302	Sad nonsense , this .	neg
6303	But not without cheesy fun factor .	pos
6304	One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .	neg
6306	The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .	neg
6307	The director 's many dodges and turns add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff .	neg
6308	While the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , Rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .	neg
6309	The satire is unfocused , while the story goes nowhere .	neg
6310	They threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans .	neg
6311	It 's mired in a shabby script that piles layer upon layer of Action Man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( Woo 's ) best work .	neg
6312	Reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script	neg
6313	If you 're over 25 , have an IQ over 90 , and have a driver 's license , you should be able to find better entertainment .	neg
6314	The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .	neg
6316	Never does `` Lilo & Stitch '' reach the emotion or timelessness of Disney 's great past , or even that of more recent successes such as `` Mulan '' or `` Tarzan . ''	neg
6317	One of those so-so films that could have been much better .	neg
6318	Crossroads feels like a teenybopper Ed Wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama .	neg
6319	Fails to satisfactorily exploit its gender politics , genre thrills or inherent humor .	neg
6320	Interview With the Assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its Blair Witch Project real-time roots .	neg
6321	Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .	neg
6322	It has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .	neg
6323	It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .	neg
6325	It 's not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .	neg
6326	Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .	neg
6327	The only problem is that , by the end , no one in the audience or the film seems to really care .	neg
6328	No Such Thing is sort of a minimalist Beauty and the Beast , but in this case the Beast should definitely get top billing .	pos
6329	Robert John Burke as The Monster horns in and steals the show .	pos
6330	Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer .	neg
6331	( T ) he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .	neg
6332	While it may not add up to the sum of its parts , Holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .	pos
6334	Nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .	neg
6335	A thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` The Thing ' and a geriatric ` Scream . '	neg
6336	... another example of how Sandler is losing his touch .	neg
6337	Nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams .	neg
6338	What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .	neg
6339	The plot 's contrivances are uncomfortably strained .	neg
6340	Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .	neg
6341	Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...	neg
6342	Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .	neg
6343	By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .	neg
6344	To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .	neg
6345	A film of empty , fetishistic violence in which murder is casual and fun .	neg
6346	Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .	neg
6347	It 's fun , but it 's a real howler .	pos
6348	Some fine acting , but ultimately a movie with no reason for being .	neg
6349	It 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .	neg
6350	A waterlogged version of ` Fatal Attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads .	neg
6352	Sweet gentle Jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?	neg
6354	This is for the most part a useless movie , even with a great director at the helm .	neg
6355	A loud , witless mess that has none of the charm and little of the intrigue from the TV series .	neg
6356	Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series .	neg
6358	As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .	neg
6360	Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval .	neg
6362	The April 2002 instalment of the American War for Independence , complete with loads of CGI and bushels of violence , but not a drop of human blood .	neg
6363	Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing .	neg
6364	Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .	neg
6365	Rarely does a film so graceless and devoid of merit as this one come along .	neg
6366	It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .	neg
6368	The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .	neg
6369	... an incredibly heavy-handed , manipulative dud that feels all too familiar .	neg
6370	Wimps out by going for that PG-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted .	neg
6371	Trapped presents a frightening and compelling ` What if ? '	pos
6373	Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .	neg
6374	Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .	neg
6375	The story is lacking any real emotional impact , and the plot is both contrived and cliched .	neg
6376	A depraved , incoherent , instantly disposable piece of hackery .	neg
6377	It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .	neg
6378	( Soderbergh ) tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness .	neg
6380	So aggressively cheery that Pollyana would reach for a barf bag .	neg
6381	Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick .	neg
6382	Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features .	neg
6383	Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .	neg
6384	Very stupid and annoying .	neg
6385	The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .	neg
6386	A listless and desultory affair .	neg
6387	Represents the depths to which the girls-behaving-badly film has fallen .	neg
6388	How inept is Serving Sara ?	neg
6389	It makes even Elizabeth Hurley seem graceless and ugly .	neg
6394	Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .	neg
6395	Lazy , miserable and smug .	neg
6396	This is one of the biggest disappointments of the year .	neg
6398	Every visual joke is milked , every set-up obvious and lengthy , every punchline predictable .	neg
6399	There 's no energy .	neg
6402	This is a poster movie , a mediocre tribute to films like Them !	neg
6403	At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .	neg
6407	If you recognize Zeus ( the dog from Snatch ) it will make you wish you were at home watching that movie instead of in the theater watching this one .	neg
6408	This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '	neg
6411	There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .	neg
6412	It 's at once laughable and compulsively watchable , in its committed dumbness .	pos
6413	All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .	neg
6414	A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there .	neg
6415	Good performances keep it from being a total rehash .	pos
6416	The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .	neg
6418	At times , the movie looks genuinely pretty .	pos
6420	Not even Felinni would know what to make of this Italian freakshow .	neg
6424	It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .	neg
6425	Despite its promising cast of characters , Big Trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '	neg
6426	Both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .	neg
6427	Does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .	neg
6428	Neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .	neg
6429	Just about everyone involved here seems to be coasting .	neg
6431	Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .	neg
6432	There 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title .	neg
6434	A preposterous , prurient whodunit .	neg
6435	Go , girls , right down the reality drain .	neg
6436	Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie .	neg
6437	Can be classified as one of those ` alternate reality ' movies ... except that it would have worked so much better dealing in only one reality .	neg
6438	Predictable and cloying , though Brown Sugar is so earnest in its yearning for the days before rap went nihilistic that it summons more spirit and bite than your average formulaic romantic quadrangle .	pos
6439	... unlikable , uninteresting , unfunny , and completely , utterly inept .	neg
6440	The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .	neg
6441	An imponderably stilted and self-consciously arty movie .	neg
6442	Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner .	neg
6443	Too clumsy in key moments ... to make a big splash .	neg
6444	Just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny .	neg
6445	` Matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with Kafka-inspired philosophy .	neg
6446	At least it 's a fairly impressive debut from the director , Charles Stone III .	pos
6447	It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .	neg
6449	Run for your lives !	neg
6450	Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?	neg
6451	A grating , emaciated flick .	neg
6452	Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .	neg
6454	We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .	neg
6455	According to the script , Grant and Bullock 's characters are made for each other .	pos
6458	Ararat feels like a book report	neg
6459	Steve Oedekerk is , alas , no Woody Allen .	neg
6460	A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .	neg
6462	The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .	neg
6463	Shows that Jackie Chan is getting older , and that 's something I would rather live in denial about	neg
6466	The slapstick is labored , and the bigger setpieces flat .	neg
6467	This is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .	neg
6468	The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring .	neg
6469	Much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché .	neg
6470	the film never rises above a conventional , two dimension tale	neg
6472	Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .	neg
6473	The irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .	pos
6475	If ever a concept came handed down from the movie gods on a silver platter , this is it .	pos
6476	If ever such a dependable concept was botched in execution , this is it .	neg
6477	With an unusual protagonist ( a kilt-wearing Jackson ) and subject matter , the improbable `` Formula 51 '' is somewhat entertaining , but it could have been much stronger .	pos
6479	A feel-good movie that does n't give you enough to feel good about .	neg
6480	Adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . '	pos
6481	This mistaken-identity picture is so film-culture referential that the final product is a ghost .	neg
6482	The picture emerges as a surprisingly anemic disappointment .	neg
6484	You 'll cry for your money back .	neg
6485	Slap me , I saw this movie .	neg
6486	( The kid 's ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .	neg
6487	Behind the glitz , Hollywood is sordid and disgusting .	neg
6489	Scherfig , who has had a successful career in TV , tackles more than she can handle .	neg
6490	Just consider what New Best Friend does not have , beginning with the minor omission of a screenplay .	neg
6491	Oscar caliber cast does n't live up to material	neg
6493	They just have problems , which are neither original nor are presented in convincing way .	neg
6494	Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '	neg
6495	So putrid it is not worth the price of the match that should be used to burn every print of the film .	neg
6496	In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .	neg
6497	Starts out ballsy and stylish but fails to keep it up and settles into clichés .	neg
6498	Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .	neg
6499	One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .	neg
6500	There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .	neg
6502	The movie is about as humorous as watching your favorite pet get buried alive .	neg
6504	In other words , about as bad a film you 're likely to see all year .	neg
6505	Five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .	neg
6506	The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .	neg
6507	Well made but uninvolving , Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .	neg
6508	So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober , filmed on the set of Carpenter 's The Thing and loaded with actors you 're most likely to find on the next inevitable incarnation of The Love Boat .	neg
6509	The movie 's blatant derivativeness is one reason it 's so lackluster .	neg
6510	Kids do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people .	neg
6514	It 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .	neg
6515	Ken Russell would love this .	pos
6516	In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	neg
6518	This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .	neg
6519	The premise of `` Abandon '' holds promise , ... but its delivery is a complete mess .	neg
6521	A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films .	neg
6522	Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression .	neg
6524	The bottom line with Nemesis is the same as it has been with all the films in the series : Fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .	pos
6525	The lousy John Q all but spits out Denzel Washington 's fine performance in the title role .	neg
6526	The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .	neg
6527	What a stiflingly unfunny and unoriginal mess this is !	neg
6528	The film is so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film .	neg
6529	Opera on film is never satisfactory .	neg
6530	The art demands live viewing .	pos
6531	The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .	neg
6532	Despite all the closed-door hanky-panky , the film is essentially juiceless .	neg
6533	It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill	neg
6534	The Sweetest Thing leaves an awful sour taste .	neg
6535	It 's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay .	neg
6536	Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable .	neg
6537	As dumb and cheesy as they may be , the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .	pos
6538	Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .	neg
6539	A low-rent retread of the Alien pictures .	neg
6541	Its initial excitement settles into a warmed over pastiche .	neg
6542	A big meal of cliches that the talented cast generally chokes on .	neg
6543	The story has little wit and no surprises .	neg
